"PRDT_CD","CATE_CD","BRAND_CD","PRDT_NAME","SALE_PRICE","LOAD_DTTM"
"1172001","2",DK,패널탈착 다운 점퍼,53000,"20230223112607"
"1172081","2",IL,경량다운,53000,"20230223112607"
"1181401","14",MG,가죽패치 다이아몬드베스트,71000,"20230223112607"
"1181601","5",HS,폴라폴리스본딩 바지,49000,"20230223112607"
"1181603","5",TH,가죽포인트 본딩바지,110000,"20230223112608"
"1182084","2",DK,볼륨에리 긴기장 다운기획점퍼,37000,"20230223112607"
"1183803","11",GL,퍼 배색 가디건,42000,"20230223112608"
"1183804","11",TM,롱가디건,68000,"20230223112607"
"1187606","24",HS,셔링롱부츠,66000,"20230223112607"
"1211206","18",IL,메모리체크쟈켓,95000,"20230223112607"
"1211307","19",TM,배색 폴리패치점퍼,130000,"20230223112607"
"1211510","13",RL,심플스트라이프셔츠,108000,"20230223112608"
"1211672","5",MG,일반오비등산바지,117000,"20230223112607"
"1215201","22",GL,가로한기장POLO,115000,"20230223112608"
"1217106","24",DC,배색 남성 명함지갑,77000,"20230223112607"
"1217204","24",NB,스웨이드 배색 벨트,117000,"20230223112608"
"1217205","24",HS,배색 남성 가죽벨트,100000,"20230223112607"
"1217602","24",TM,심플라인 컴포트 남화,116000,"20230223112607"
"1218332","24",HS,갤럭시 남성 신사양말 3족,132000,"20230223112607"
"1221305","19",NB,사이바 고무줄셔링 점퍼,57000,"20230223112608"
"1221310","19",RL,꽃프린트 투웨이 스타일,80000,"20230223112608"
"1223701","11",MG,스트라이프 가디건,84000,"20230223112607"
"1227202","24",IL,여성용 체인장식 벨트,34000,"20230223112607"
"1228332","24",LT,스트라이프 여성캐주얼발목양말 3족,109000,"20230223112607"
"1231302","19",TM,펀칭패치점퍼,74000,"20230223112607"
"1231311","19",RL,나일론경량 패커블점퍼,122000,"20230223112608"
"1231501","13",HS,린넨혼방솔리드셔츠,130000,"20230223112607"
"1231612","5",DK,폴리 솔리드 기본바지,139000,"20230223112607"
"1235112","22",DK,제천Y에리,45000,"20230223112607"
"1235391","22",TM,기본물라운드,113000,"20230223112607"
"1235472","22",TT,프린트패턴하프터들스타일,61000,"20230223112607"
"1241703","6",TT,와끼 아웃포켓 7부팬츠,46000,"20230223112607"
"1245108","22",LT,"2도 로고 자카드 티셔츠",122000,"20230223112607"
"1245191","22",TH,제에리 기본물,103000,"20230223112608"
"1245203","22",NB,사선 면분할 프린트 티셔츠,115000,"20230223112608"
"1245402","22",MG,격자 체크 프린트 티셔츠,123000,"20230223112607"
"1247602","24",TH,인솔 쿠션 컴포트 여성샌들,123000,"20230223112608"
"1247604","24",RL,스포티 메쉬 컴포트 슈즈,100000,"20230223112608"
"1247606","24",HS,위빙 플랫슈즈,98000,"20230223112607"
"1247609","24",IL,위빙 드라이빙슈즈,46000,"20230223112607"
"1251501","13",HB,폴리혼방 체크셔츠,126000,"20230223112608"
"1255101","22",NB,제천Y에리스타일,123000,"20230223112608"
"1257211","24",MG,메쉬포인드라인 밸트(34MM),93000,"20230223112607"
"1257405","24",TT,SP CAP,61000,"20230223112607"
"1261381","19",TH,사이바배색 폴라플리스점퍼,105000,"20230223112608"
"1265201","22",IL,한기장 스트라이프 티셔츠,84000,"20230223112607"
"1265202","22",TT,간격변형 스트라이프 티셔츠,72000,"20230223112607"
"1267101","24",LT,PHINOCEROS FM,76000,"20230223112607"
"1267510","24",GL,SPONTINI(스톤티니) 쇼퍼 백,130000,"20230223112608"
"1267705","24",DK,레드 플라워 실크 스카프,52000,"20230223112607"
"1271503","13",DC,배색체크 패턴 셔츠,60000,"20230223112607"
"1271941","21",TM,무스탕 점퍼,113000,"20230223112607"
"1277403","24",DC,KNIT CAP,126000,"20230223112607"
"1282001","2",TM,스웨이드패치 롱다운점퍼,145000,"20230223112607"
"1282083","2",TH,DAVID,88000,"20230223112608"
"1285402","22",IL,A/R 스트라이프 티셔츠,85000,"20230223112607"
"1287402","24",RL,메탈사 혼용 캡모자,129000,"20230223112608"
"1287403","24",TM,밍크 비니 모자,131000,"20230223112607"
"1288103","24",NB,매쉬 스포츠 우먼,121000,"20230223112608"
"1315102","22",DC,제천Y에리 스타일,67000,"20230223112607"
"1315201","22",TT,POLO에리스타일,51000,"20230223112607"
"1315401","22",NB,하프터들 스타일,132000,"20230223112608"
"1321401","14",HS,로고프린트포인트 베스트,138000,"20230223112607"
"1321685","5",TM,오비밴드 팬츠,36000,"20230223112607"
"1323181","11",MG,배색 롱베스트,70000,"20230223112607"
"1323371","11",AE,스트라이프 라운드,97000,"20230223112608"
"1325571","22",HS,우븐배색전타티셔츠,127000,"20230223112607"
"1327507","24",TM,폴리 옥스퍼드 가방,88000,"20230223112607"
"1327702","24",IL,스카프 ,139000,"20230223112607"
"1327704","24",DK,모달 스카프 ,62000,"20230223112607"
"1327708","24",TH,실크 코튼 스카프,80000,"20230223112608"
"1331306","19",MG,나일론 경량 스포티 점퍼,71000,"20230223112607"
"1331382","19",LT,배색스티치 포인트 점퍼,80000,"20230223112607"
"1331604","5",TH,울/폴리 원턱 팬츠,40000,"20230223112608"
"1331701","6",HB,면 혼방 스트라이프 노턱 반바지,42000,"20230223112608"
"1335101","22",NB,제천 Y 에리스타일,54000,"20230223112608"
"1335182","22",AE,사선 면분할 프린트 티셔츠,110000,"20230223112608"
"1335401","22",TH,쇼바리에리 하이넥 스타일,132000,"20230223112608"
"1341581","13",HB,UV차단기본셔츠,73000,"20230223112608"
"1341582","13",DC,UV차단 스트라입셔츠,46000,"20230223112607"
"1341610","5",HS,카고스타일 7부팬츠,90000,"20230223112607"
"1342671","3",MG,데님레깅스,55000,"20230223112607"
"1345081","22",TH,풀오픈 리조트 웨어,85000,"20230223112608"
"1345184","22",TH,여름 저가 프로모션용 티셔츠,115000,"20230223112608"
"1345307","22",TM,체크 프린트 라운드 티셔츠,60000,"20230223112607"
"1345701","22",TH,골조직 기본 나시,34000,"20230223112608"
"1345771","22",GL,펄프린트민소매티셔츠,68000,"20230223112608"
"1345781","22",HB,기획 슬리브리스 티셔츠,94000,"20230223112608"
"1351301","19",DC,폴리 메모리 스탠에리 점퍼,120000,"20230223112607"
"1351603","5",HS,울터치 폴리 스판 체크바지,59000,"20230223112607"
"1351681","5",GL,나일론 스판 간절기 노턱바지,128000,"20230223112608"
"1353402","11",DC,등판 배색 목크넥,94000,"20230223112607"
"1361504","13",RL,깅엄체크셔츠,52000,"20230223112608"
"1361505","13",HB,반전칼라 데님셔츠,57000,"20230223112608"
"1361573","13",TT,스트링 롱셔츠,94000,"20230223112607"
"1363581","11",DK,기획 롱터틀,42000,"20230223112607"
"1365181","22",GL,기획 폴리 제에리 티셔츠,117000,"20230223112608"
"1365371","22",RL,레자배색 피케이티셔츠,91000,"20230223112608"
"1367708","24",IL,폭죽,72000,"20230223112607"
"1371101","20",MG,잔체크 다운 코트,53000,"20230223112607"
"1371203","18",NB,데님 라이크 캐주얼 울 자켓,125000,"20230223112608"
"1371605","5",GL,CP 코듀로이 바지,98000,"20230223112608"
"1373481","11",HB,기획물 방풍 집업 목크넥,81000,"20230223112608"
"1378108","24",IL,사선자수포인트 장갑 ,77000,"20230223112607"
"1381941","21",DK,밍크스킨 하프코트,110000,"20230223112607"
"1381975","21",DC,폭스카라 롱다운코트,61000,"20230223112607"
"1382007","2",HB,하이글로시후드 라임다운점퍼,55000,"20230223112608"
"1382008","2",TM,하이글로시 코팅 다운점퍼,56000,"20230223112607"
"1382071","2",IL,배색해리다운코트,83000,"20230223112607"
"1383501","11",TT,배색 풀오버,100000,"20230223112607"
"1383503","11",RL,지퍼 배색 풀오버,108000,"20230223112608"
"1387405","24",DK,여성용 눈꽃공군모,92000,"20230223112607"
"1387603","24",TH,무스탕 부츠,105000,"20230223112608"
"1387604","24",DC,앵글 스니커즈 ,103000,"20230223112607"
"1387701","24",IL,펄니트,54000,"20230223112607"
"13A5192","22",HS,기본물제에리스타일,41000,"20230223112607"
"13A5195","22",IL,가슴절개 기본 스타일,119000,"20230223112607"
"13B3790","11",RL,양두 가디건,105000,"20230223112608"
"1515101","22",DK,몸판사선무늬KNIT,134000,"20230223112607"
"1640107","18",TH,"1640107",96000,"20230223112608"
"1640206","20",TT,"1640206",46000,"20230223112607"
"1640221","20",AE,"1640221",131000,"20230223112608"
"1640370","9",DC,"1640370",35000,"20230223112607"
"1655209","22",DC,잔 자가드 폴로 티셔츠,87000,"20230223112607"
"1657204","24",HB,남자 벨트,70000,"20230223112608"
"1665104","22",MG,LADIE'S 프린트 T-SHIRTS,56000,"20230223112607"
"16B7407","24",MG,엘레강스 모자,35000,"20230223112607"
"1710274","20",TH,"1710274",88000,"20230223112608"
"1711521","13",LT,린넨스트라이프셔츠,76000,"20230223112607"
"1715121","22",LT,자카드 다데 티,83000,"20230223112607"
"1715202","22",DC,PQ무지폴로티,40000,"20230223112607"
"1720106","18",DC,"1720106",142000,"20230223112608"
"1720501","6",DK,"1720501",109000,"20230223112607"
"1721504","13",TH,LADIES' SHIRTS,88000,"20230223112608"
"1721505","13",IL,LADIES' SHIRTS,76000,"20230223112607"
"1721602","5",TH,허리비죠 체크일자바지,82000,"20230223112608"
"1721606","5",DK,비침방지 일자바지,36000,"20230223112607"
"1721608","5",AE,절개포켓장식 판타롱바지,127000,"20230223112608"
"1721612","5",HB,절개장식 기본일자바지,45000,"20230223112608"
"1721851","12",TT,메탈 자카드 스커트,35000,"20230223112607"
"1723403","11",TH,LADIES' SWEATER,117000,"20230223112608"
"1725203","22",LT,LADIE'S 스트라이프 티,110000,"20230223112607"
"1727404","24",TH,LADY WIRE HAT,53000,"20230223112608"
"1731207","18",NB,C/N JACKET,126000,"20230223112608"
"1731519","13",AE,스트라이프꽃프린트셔츠,104000,"20230223112608"
"1731522","13",NB,"2도꽃프린트셔츠",106000,"20230223112608"
"1731604","5",MG,원턱주머니스트치장식바지,72000,"20230223112607"
"1731704","6",MG,잔스트라이프 E밴드스타일바지,120000,"20230223112607"
"1735233","22",IL,트리코트 체크티,126000,"20230223112607"
"1735245","22",IL,"6도 다데 프린트티",127000,"20230223112607"
"1735301","22",MG,우븐배색라운드,111000,"20230223112607"
"1735532","22",LT,트리코트 멀티스트라입오픈티,138000,"20230223112607"
"1735534","22",MG,우븐배색 전타,103000,"20230223112607"
"1741203","18",DK,탁텔 잔꽃 프린트 자켓,64000,"20230223112607"
"1742802","15",HS,포켓으로 포인트 준 원피스,92000,"20230223112607"
"1742811","15",RL,단색과 프린트 믹스원피스,121000,"20230223112608"
"1743301","11",DC,LADIES' SWEATER,71000,"20230223112607"
"1743704","11",HS,LADIES' SWEATER,70000,"20230223112607"
"1745312","22",AE,변형라운드 티셔츠,103000,"20230223112608"
"1745403","22",DK,여성반팔 티셔츠,50000,"20230223112607"
"1745703","22",TM,여성 슬리브리스 티셔츠,130000,"20230223112607"
"1751631","5",RL,BLUE DENIM,130000,"20230223112608"
"1751641","5",DK,울 STRIPE PANTS,114000,"20230223112607"
"1753103","11",MG,MEN`SSWEATER,37000,"20230223112607"
"1753402","11",LT,MEN`SSWEATER,145000,"20230223112607"
"1753606","11",GL,MEN`SSWEATER,133000,"20230223112608"
"1753699","11",AM,MEN`SSWEATER,84000,"20230223112607"
"1757102","24",GL,명함지갑,101000,"20230223112608"
"1757103","24",DC,중지갑,108000,"20230223112607"
"1757803","24",HS,그라데이션,90000,"20230223112607"
"1761310","19",TM,니트덧카라 패딩점퍼,92000,"20230223112607"
"1763904","11",MG,LADIES' SWEATER,45000,"20230223112607"
"1763905","11",TT,LADIES' SWEATER,140000,"20230223112607"
"1763992","11",TM,LADIES' SWEATER,82000,"20230223112607"
"1767101","24",HB,이태리 철망엠보 장지갑,71000,"20230223112608"
"1767107","24",MG,이태리 수입 소가죽 동전지갑,76000,"20230223112607"
"1767501","24",GL,프린트 가방,132000,"20230223112608"
"1771601","5",DK,헤링본 본딩PANTS,65000,"20230223112607"
"1771622","5",TM,P/C 겹PANTS,117000,"20230223112607"
"1772021","2",MG,라쿤후드점퍼,132000,"20230223112607"
"1773602","11",AE,MEN`SSWEATER,53000,"20230223112608"
"1775205","22",DC,다데스트라이프 요꼬에리,57000,"20230223112608"
"1781108","20",RL,메란지 헤링본의 수입소재코트,95000,"20230223112608"
"1781111","20",TT,트렌치 코트형 L/코트,44000,"20230223112607"
"1781113","20",DK,베이직형 체크 L/코트,128000,"20230223112607"
"1781203","18",GL,가죽 배색을 한패딩 JK,136000,"20230223112608"
"1781204","18",TT,비딩과 밍크털로 포인트준JK,38000,"20230223112607"
"1781913","21",MG,자수 스트라이프 특종,87000,"20230223112607"
"1781916","21",TM,밴드카라 후드 케쥬얼 코트,61000,"20230223112607"
"1781921","21",HB,"렉스,밍크방울 아뇨나 CT",122000,"20230223112608"
"1781934","21",HS,여성스러운 휘메일 밍크코트,59000,"20230223112607"
"1788105","24",TT,양모 호시장갑,118000,"20230223112607"
"1811151","20",HB,차이나에리SAFARI,44000,"20230223112608"
"1811301","19",DK,앞판JERSEY패치,59000,"20230223112607"
"1811613","5",TT,마터치바지,127000,"20230223112607"
"1811653","5",TH,BLACK DENIM,89000,"20230223112608"
"1815202","22",AE,폴로에리 솔리드,143000,"20230223112608"
"1817208","24",TH,캐주얼 벨트,77000,"20230223112608"
"1821204","18",TH,원버튼 레드스트라이프JK,37000,"20230223112608"
"1821251","18",MG,메탈 트위드 펜시JK,142000,"20230223112607"
"1821302","19",RL,프린트라이너 탈부착 점퍼,119000,"20230223112608"
"1821603","5",HB,장식스티치테잎세미일자바지,135000,"20230223112608"
"1821606","5",HS,비침방지일자바지,59000,"20230223112607"
"1821651","5",TT,PAT장식링 판타롱바지,80000,"20230223112607"
"1822502","9",DK,젊은 느낌의 스트라이프 셔츠,79000,"20230223112607"
"1823101","11",NB,LADIES' SWEATER,122000,"20230223112608"
"1823790","11",TM,LADIES' SWEATER,114000,"20230223112607"
"1825111","22",MG,니트에리,61000,"20230223112607"
"1825207","22",AE,폴로에리,39000,"20230223112608"
"1827105","24",HB,크로크 에나멜 PU 동전지갑,93000,"20230223112608"
"1831252","18",DC,P/N JACKET,91000,"20230223112607"
"1831612","5",TH,P/R 63/37,139000,"20230223112608"
"1831692","5",TM,울폴리기본스트라이프바지,56000,"20230223112607"
"1833691","11",LT,MEN`SSWEATER,52000,"20230223112607"
"1835111","22",HB,니트에리 세로 스트라이프,59000,"20230223112608"
"1835112","22",TT,니트에리 미니JQD,106000,"20230223112607"
"1835157","22",TM,MEN`S T/SHIRT,93000,"20230223112607"
"1835214","22",HB,폴로에리 세로 스트라이프,115000,"20230223112608"
"1835233","22",LT,세로STRIPE TSH,40000,"20230223112607"
"1835261","22",TM,폴로에리 JQD,43000,"20230223112607"
"1841301","19",DK,투명 돗트매쉬비침 점퍼,62000,"20230223112607"
"1841303","19",GL,돗팅프린트 블루종 점퍼,37000,"20230223112608"
"1841312","19",TT,지도 프린트 몽블랑져지점퍼,76000,"20230223112607"
"1841653","5",LT,턴업가능한 린넨느낌 폴리바지,124000,"20230223112607"
"1841703","6",NB,칠부 무릎셔링바지,134000,"20230223112608"
"1842503","9",HB,실버지그재그포인트 크리즈셔츠,42000,"20230223112608"
"1842804","15",IL,앞바대와 레이스배색OP,109000,"20230223112607"
"1843201","11",RL,LADIES' SWEATER,52000,"20230223112608"
"1843601","11",TT,LADIES' SWEATER,123000,"20230223112607"
"1845291","22",TM,폴로에리,87000,"20230223112607"
"1845303","22",HS,라운드,145000,"20230223112607"
"1845402","22",HS,목크에리,94000,"20230223112607"
"1845511","22",TH,전타,116000,"20230223112608"
"1851101","20",TM,인조털라이너탈부착COAT,41000,"20230223112607"
"1851303","19",GL,분또패치점퍼,45000,"20230223112608"
"1851510","13",GL,W/P/C/SK 셔츠,69000,"20230223112608"
"1853404","11",GL,MEN`SSWEATER,64000,"20230223112608"
"1857213","24",HS,정장 비조벨트,81000,"20230223112607"
"1857812","24",NB,라운드 포인트,66000,"20230223112608"
"1861304","19",DC,미사꽃변형자수 패딩점퍼,56000,"20230223112607"
"1861310","19",TM,스페이스 변형자수 패딩점퍼,45000,"20230223112607"
"1863802","11",MG,SPORTS SWEATER,137000,"20230223112607"
"1863908","11",LT,SPORTS SWEATER,69000,"20230223112607"
"1865203","22",HS,SPORTS T-SHIRTS,124000,"20230223112607"
"1865204","22",AE,SPORTS T-SHIRTS,45000,"20230223112608"
"1865206","22",RL,SPORTS T-SHIRTS,43000,"20230223112608"
"1865291","22",TH,SPORTS T-SHIRTS,48000,"20230223112608"
"1865405","22",DC,SPORTS T-SHIRTS,76000,"20230223112607"
"1865552","22",RL,SPORTS 트레이닝,91000,"20230223112608"
"1867701","24",TH,도트 땡땡이 번아웃,83000,"20230223112608"
"1871210","18",LT,하운드 투스 울자켓,106000,"20230223112607"
"1871902","21",AE,양가죽모빌리오네점퍼,135000,"20230223112608"
"1881602","5",TT,여성 스포츠 바지,101000,"20230223112607"
"1882007","2",MG,"밑단,카라 셔링다운",65000,"20230223112607"
"1882101","7",LT,체크원단+펄펠트원단패치점퍼,102000,"20230223112607"
"1911505","13",AE,도트프린트셔츠(O),56000,"20230223112608"
"1911509","13",HB,S/W/P ST셔츠(T),53000,"20230223112608"
"1911530","13",LT,솔리드 SH,65000,"20230223112607"
"1913201","11",TT,MEN`SSWEATER,132000,"20230223112607"
"1915501","22",DC,전타,95000,"20230223112608"
"1917201","24",TT,오스트리치엠보 자동벨트,46000,"20230223112607"
"1917205","24",MG,크랙 크로코엠보(세트벨트),135000,"20230223112607"
"1917302","24",AE,남성 3족 SET,57000,"20230223112608"
"1917802","24",NB,블루은사올오버(7.5CM),69000,"20230223112608"
"1921801","12",LT,여성 스포츠 바지,142000,"20230223112607"
"1923104","11",TT,SPORT SWEATER,135000,"20230223112607"
"1925101","22",GL,전판 메탈 스트라이프 티셔츠,100000,"20230223112608"
"1925102","22",NB,와이레리 카자드 티셔츠,64000,"20230223112608"
"1925291","22",GL,여성 SPORT 기본물,97000,"20230223112608"
"1927305","24",LT,여성 단품,38000,"20230223112607"
"1927403","24",TM,기본썬캡(단추프린트),86000,"20230223112607"
"1931222","18",TM,립조직 N 2버튼JK,61000,"20230223112607"
"1931505","13",TH,울혼방 솔리드라이크SH,126000,"20230223112608"
"1931508","13",IL,울혼반 멀티스트라이프 SH,75000,"20230223112607"
"1931511","13",LT,울혼방 스트라이프 SH,76000,"20230223112607"
"1931524","13",LT,도비 스트라이프SH,120000,"20230223112607"
"1931612","5",AE,폴리기능성팬츠,116000,"20230223112608"
"1933691","11",MG,MEN`SSWEATER,75000,"20230223112607"
"1935102","22",DC,제에리,105000,"20230223112607"
"1935107","22",NB,제에리,41000,"20230223112608"
"1935121","22",TT,제에리 세로스트라이프 프린트,81000,"20230223112607"
"1935203","22",GL,요꼬에리 집업,135000,"20230223112608"
"1935223","22",TM,요꼬에리 솔리드,63000,"20230223112607"
"1937308","24",AE,남성2족세트 도트줄무늬,102000,"20230223112608"
"1941307","19",IL,배색포인트 기본블루종 점퍼,63000,"20230223112607"
"1941604","5",MG,여성 스포츠 바지,86000,"20230223112607"
"1941606","5",TH,여성 스포츠 바지,95000,"20230223112608"
"1945112","22",AE,스트라이프 배색 티셔츠,73000,"20230223112608"
"1945203","22",DC,우븐써커긴팔메쉬티셔츠,48000,"20230223112607"
"1947302","24",DC,여성2족SET 너플도트,98000,"20230223112607"
"1947304","24",HB,여성 단품 바닥줄무늬,88000,"20230223112608"
"1947404","24",TT,메탈말이썬캡,113000,"20230223112607"
"1947902","24",AE,선그라스/남여공용,45000,"20230223112608"
"1951381","19",HB,폴라플리스 점퍼,77000,"20230223112608"
"1951609","5",RL,W스트라이프 PT,104000,"20230223112608"
"1953601","11",NB,폴로에리,145000,"20230223112608"
"1955212","22",TM,요꼬에리 집업,43000,"20230223112607"
"1957102","24",TH,투톤골드(중지갑),81000,"20230223112608"
"1957204","24",GL,오스트리치엠보,130000,"20230223112608"
"1958320","24",RL,남성2족SET 울혼방,39000,"20230223112608"
"1961306","19",LT,불박 누빔 포인트 점퍼,106000,"20230223112607"
"1963103","11",IL,라운드 풀오픈 베스트,43000,"20230223112607"
"1963903","11",HS,스트라이프 반목 풀오버,89000,"20230223112607"
"1965210","22",DC,JQD 1REPEAT 티셔츠,59000,"20230223112607"
"1965401","22",DC,에리셔링하이넥,104000,"20230223112607"
"1967508","24",RL,투포켓소프트보스톤,86000,"20230223112608"
"1971209","18",GL,POLY 후다JK,86000,"20230223112608"
"1971210","18",DK,w/cash혼방 후다 jk,138000,"20230223112607"
"1971601","5",NB,W/AN PT,61000,"20230223112608"
"1971960","21",HB,특종,83000,"20230223112608"
"1972035","2",TM,후드 탈착 다운 점퍼,87000,"20230223112607"
"1981603","5",GL,우븐패치 3LAYER 기능,38000,"20230223112608"
"1983103","11",RL,자수 퀼팅 풀오픈 베스트,122000,"20230223112608"
"1983801","11",LT,꽈배기 무늬 후드 가디건,126000,"20230223112607"
"1983803","11",RL,면블럭 후드 탈착 방풍 점퍼,117000,"20230223112608"
"1985101","22",IL,Y-에리 변형 티셔츠,64000,"20230223112607"
"1987703","24",DC,번아웃핑크,48000,"20230223112608"
"1A11506","13",IL,CP 변형 스트라이프 셔츠,127000,"20230223112607"
"1A13101","11",TH,스트라이프편직V넥베스트,122000,"20230223112608"
"1A17105","24",DC,심플 지갑,83000,"20230223112607"
"1A21263","18",LT,메모리 배색쟈켓,127000,"20230223112607"
"1A21381","19",AE,플리스라이너탈부착퀼팅점퍼,128000,"20230223112608"
"1A21501","13",AE,핑크도트셔츠,114000,"20230223112608"
"1A27707","24",HB,새틴 플라워,39000,"20230223112608"
